land_area,price,region
15 сот,700000.0,"Московская область, г.о. Воскресенск"
10 сот,100000.0,"Республика Адыгея, Майкоп"
30 сот,90000.0,"Республика Башкортостан, Нефтекамск"
30 сот,1290000.0,"Ленинградская область, Приозерский р-н, Красноозёрное сельское поселение, д. Васильево"
13 сот,700000.0,"Республика Марий Эл, Звениговский р-н, городское поселение Красногорский, пос. Кирпичный"
,,"Чеченская Республика, Грозный"
8.6 сот,330000.0,"Калужская область, Бабынинский р-н, городское поселение Посёлок Воротынск, садовое некоммерческое товарищество Димитровец"
24 сот,800000.0,"Московская область, Дмитровский г.о., д. Насадкино"
3 сот,90000.0,"Кемеровская область, Кемеровский р-н, СНТ Маручак"
68 сот,5200000.0,"Саратовская область, Саратов"
9 сот,3000000.0,"Крым, Севастополь"
12 сот,750000.0,"Ленинградская область, Гатчинский р-н, Вырицкое городское поселение, садоводческое некоммерческое товарищество Авиатор"
7 сот,450000.0,"Республика Мордовия, Зубово-Полянский р-н, пос. городского типа Зубова Поляна"
20 сот,100000.0,
9 сот,70000.0,
50 сот,12500000.0,
8 сот,10000000.0,"Республика Крым, г.о. Ялта, пос. городского типа Гаспра"
10 сот,50000.0,"Ивановская область, Лежневский р-н, с. Ухтохма"
18 сот,600000.0,"Ленинградская область, Подпорожский р-н, Подпорожское городское поселение, Подпорожье"
30 сот,1100000.0,
17.09 га,155000.0,
20 сот,6500000.0,
50 га,400000.0,"Республика Дагестан, Кизлярский р-н, с. Аверьяновка"
220 га,1000000.0,"Самарская область, Ставропольский р-н, с. Хрящёвка"
17 сот,1500000.0,"Астраханская область, Приволжский р-н, с. Кулаковка"
13 сот,1200000.0,"Курская область, Курск"
5 сот,2450000.0,"Чеченская Республика, Грозный"
6 сот,250000.0,"Московская область, Коломенский г.о., коттеджный пос. Театр-Град"
15 сот,999000.0,"Хабаровский край, Хабаровский р-н, с. Осиновая Речка"
7 сот,700000.0,"Московская область, Сергиево-Посадский г.о., д. Трёхселище"
12.5 сот,1800000.0,"Московская область, г.о. Клин, д. Борозда"
20 сот,570000.0,"Псковская область, Псковский р-н, д. Волженец"
8.6 сот,1600000.0,"Тюменская область, Тюменский р-н, д. Падерина"
6 сот,180000.0,"Курганская область, Курган, СНТ Восход"
40 сот,1550000.0,"Смоленская область, Смоленский р-н, д. Нагать"
14 сот,1000000.0,"Красноярский край, Емельяновский р-н, СНТ Ветеран-9"
12 сот,3500000.0,"Краснодарский край, г.о. Сочи, с. Бзогу"
120 га,800000.0,"Республика Крым, Черноморский р-н, Межводненское сельское поселение, с. Водопойное"
10 сот,300000.0,"Калужская область, Юхновский р-н, пос. Корь"
20 сот,2970000.0,"Ленинградская область, Всеволожский р-н, Куйвозовское сельское поселение, коттеджный пос. Андреевка"
5 сот,130000.0,"Омская область, Омск, садоводческое некоммерческое товарищество Птицевод-3"
10 сот,50000.0,"Новгородская область, Новгородский р-н, д. Нащи"
24 сот,2900000.0,"Ростовская область, Аксайский р-н, Щепкинское сельское поселение, пос. Щепкин"
12 сот,90000.0,"Липецкая область, Лебедянский р-н, пос. Совхоз Агроном"
9 сот,650000.0,"Ленинградская область, Тосненский р-н, Нурминское сельское поселение, садоводческое некоммерческое товарищество Торфяники"
90 сот,1700000.0,"Псковская область, Куньинский р-н, д. Узмень"
10 сот,300000.0,"Ярославская область, Ярославский р-н, Кузнечихинское сельское поселение, д. Мологино, коттеджный пос. Мологино"
10 сот,80000.0,"Воронежская область, Новоусманский р-н, с. Рыкань"
20 сот,900000.0,"Пермский край, Пермь"
10 сот,1300000.0,"Республика Крым, Симферопольский р-н"
8.3 сот,540000.0,"Московская область, Раменский г.о., д. Морозово"
13 сот,9500000.0,"Краснодарский край, Сочи"
10 сот,2200000.0,Севастополь
7.4 сот,850000.0,"Калужская область, Малоярославецкий р-н, д. Меличкино"
10 сот,675000.0,"Ленинградская область, Выборгский р-н, Каменногорское городское поселение, пос. Глубокое"
9 сот,650000.0,"Московская область, г.о. Озёры, СНТ Приозёрье"
12 сот,359000.0,"Алтайский край, Первомайский р-н, с. Берёзовка"
6 сот,2000000.0,Московская область
11 сот,200000.0,"Республика Карелия, Сегежский р-н, Идельское сельское поселение, станция Шавань"
6.5 сот,230000.0,"Астраханская область, Астрахань, садоводческое некоммерческое товарищество Болдинское"
6 сот,2500000.0,"Москва, Троицкий административный округ, поселение Вороновское, д. Ясенки, СНТ Ясенки-2"
12 сот,1200000.0,"Московская область, г.о. Воскресенск, с. Ашитково"
6.5 сот,230000.0,"Астраханская область, Астрахань, садоводческое некоммерческое товарищество Болдинское"
10 сот,9400000.0,"Республика Татарстан, Казань"
9.8 сот,3650000.0,"Ленинградская область, Всеволожский р-н, Куйвозовское сельское поселение, массив Керро, коттеджный пос. Приозёрное"
3 сот,750000.0,"Республика Дагестан, Новолакский р-н, с. Дучи"
5 сот,1750000.0,"Краснодарский край, г.о. Сочи, с. Прогресс"
12 сот,1500000.0,"Калининградская область, Калининград"
60000 га,30000000.0,"Алтайский край, Рубцовск"
6.5 сот,1500000.0,
5 сот,1995000.0,
12 сот,840000.0,
10 сот,230000.0,"Воронежская область, Каширский р-н"
2.6 га,530000.0,"Республика Северная Осетия — Алания, Пригородный р-н, станица Архонская"
23 сот,850000.0,"Чеченская Республика, Ножай-Юртовский р-н, Мескетинское сельское поселение, с. Мескеты"
8.2 сот,12500000.0,
15 сот,500000.0,
11 сот,10500000.0,
12 сот,700000.0,"Московская область, Раменский г.о., коттеджный пос. Ромашково-37"
15 сот,1200000.0,"Московская область, г.о. Серпухов"
3 сот,950000.0,"Самарская область, Самара"
6 сот,500000.0,"Республика Крым, Сакский р-н"
10 сот,70000.0,"Кировская область, Кирово-Чепецкий муниципальный р-н, д. Шутовщина"
8 сот,120000.0,"Новгородская область, Новгородский р-н, Ермолинское сельское поселение, садоводческий массив № 5, садоводческое товарищество Дачное"
12 сот,220000.0,"Республика Татарстан, Лаишевский р-н, с. Тетеево"
10 сот,3800000.0,"Краснодарский край, г.о. Сочи, с. Детляжка"
6.8 сот,180000.0,"Томская область, Томск, садовое товарищество Восход-1"
17.5 сот,5300000.0,"Ленинградская область, Всеволожский р-н, Агалатовское сельское поселение, д. Вартемяги"
14 сот,1150000.0,"Мурманская область, Кольский р-н, городское поселение Кильдинстрой, населенный пункт Шонгуй"
9 га,9000000.0,"Тюменская область, Тюменский р-н"
12 сот,270000.0,"Алтайский край, Первомайский р-н, пос. Новый"
6 сот,1000000.0,"Тюменская область, Салехард"
1.87 га,700000.0,"Краснодарский край, Темрюкский р-н, Фонталовское сельское поселение, пос. Юбилейный"
10 сот,500000.0,"Курская область, Курский р-н, д. Кукуевка"
8 сот,2100000.0,"Краснодарский край, муниципальное образование Анапа, станица Гостагаевская"
10 сот,80000.0,"Республика Мордовия, Лямбирский р-н"
8 сот,4250000.0,"Краснодарский край, Краснодар"
5 сот,25000.0,"Иркутская область, Иркутский р-н, д. Грановщина"
6 сот,2600000.0,"Московская область, г.о. Солнечногорск, садовое товарищество Красная Поляна"
16 сот,2200000.0,"Самарская область, Красноярский р-н, с. Малая Царевщина"
4.2 сот,330000.0,"Костромская область, Красносельский р-н, СНТ Покша"
6 га,600000.0,"Ростовская область, Мясниковский р-н, садоводческое товарищество Темерник"
15 сот,400000.0,"Тверская область, Конаковский р-н, с. Юрьево-Девичье"
6 сот,147000.0,"Удмуртская Республика, Сарапул"
20 сот,1000000.0,"Воронежская область, Новоусманский р-н, с. Новая Усмань"
100 сот,150000.0,"Карачаево-Черкесская Республика, Зеленчукский р-н, с. Архыз"
6 сот,1750000.0,"Ставропольский край, Ессентуки"
15 сот,800000.0,"Калужская область, г.о. Калуга, д. Груздово"
13 сот,230000.0,"Ивановская область, Ивановский р-н, Богданихское сельское поселение, д. Вятчинки"
24.9 га,405000.0,"Нижегородская область, Тонкинский р-н, с. Вязовка"
8 сот,950000.0,"Калужская область, Обнинск, СНТ Электромонтажник"
8 сот,450000.0,"Краснодарский край, Кореновский р-н, Кореновск"
12 сот,3600000.0,"Московская область, г.о. Истра, Дедовск"
12 сот,700000.0,"Челябинская область, Аргаяшский р-н, дачный пос. Райский"
6 сот,120000.0,"Республика Марий Эл, Медведевский р-н, садоводческое некоммерческое товарищество Дружба"
50 сот,1500000.0,"Костромская область, Костромской р-н, пос. Сухоногово"
2.4 сот,700000.0,"Ленинградская область, Выборгский р-н, Гончаровское сельское поселение, пос. Гончарово"
13 сот,175000.0,"Пермский край, Пермский р-н, Хохловское сельское поселение, д. Скобелевка"
13 сот,175000.0,"Пермский край, Пермский р-н, Хохловское сельское поселение, д. Скобелевка"
5.7 сот,4000000.0,"Ставропольский край, Кисловодск"
12 сот,450000.0,"Владимирская область, Александровский р-н, д. Лобково"
5 сот,80000.0,"Удмуртская Республика, Якшур-Бодьинский р-н, СНТ Северный"
2.78 га,2700000.0,Ленинградская область
7.5 сот,1399999.0,"Московская область, г.о. Лосино-Петровский, рабочий пос. Свердловский, СНТ Рябинка-1"
10.2 сот,295000.0,"Оренбургская область, Саракташский р-н, пос. Саракташ"
10 сот,1600000.0,
1.8 га,600000.0,
10 сот,600000.0,
8 сот,120000.0,"Томская область, Томск, СТ Зайчик"
7.9 сот,800000.0,"Калининградская область, Светловский г.о., пос. Люблино"
6.3 сот,900000.0,"Краснодарский край, муниципальное образование Краснодар, садовое товарищество Октябрь"
10.5 сот,2800000.0,
8.5 сот,17000000.0,
7 сот,1190000.0,
9 сот,2500000.0,"Тюменская область, Тюмень"
10 сот,500000.0,"Республика Татарстан, Лаишевский р-н, дачное некоммерческое партнёрство Восточное Державино"
63.7 сот,100000.0,"Челябинская область, Магнитогорск"
14 сот,10800000.0,"Московская область, г.о. Щёлково, д. Вторая Алексеевка"
13.1 сот,1100000.0,"Республика Башкортостан, Уфимский р-н, Булгаковский сельсовет, с. Булгаково"
15 сот,1200000.0,"Московская область, г.о. Кашира, д. Базарово"
26 сот,850000.0,"Калужская область, Малоярославецкий р-н, д. Скрипорово"
12 сот,650000.0,"Республика Татарстан, Тукаевский р-н, Новотроицкое сельское поселение, СНТ Энтузиаст"
14 сот,27000.0,"Республика Коми, муниципальный р-н Усть-Вымский, сельское поселение Айкино, с. Айкино"
33 сот,600000.0,"Тверская область, Зубцовский р-н, д. Щеколдино"
25 сот,1000000.0,"Республика Северная Осетия — Алания, Моздокский р-н, станица Луковская"
15 сот,1650000.0,"Республика Марий Эл, Козьмодемьянск"
13 сот,295000.0,"Московская область, Можайский г.о., д. Глядково"
17.6 сот,800000.0,"Курганская область, Курган"
12.1 сот,970400.0,"Тверская область, Калининский р-н, Никулинское сельское поселение, д. Кривцово"
4.73 га,1000000.0,"Ленинградская область, Выборгский р-н, Гончаровское сельское поселение, пос. Житково"
30 сот,1320000.0,"Московская область, г.о. Чехов"
5.1 сот,359000.0,"Московская область, Орехово-Зуевский г.о., садовое некоммерческое товарищество Анциферово"
13 сот,200000.0,"Пермский край, Добрянский г.о., с. Шемети"
5 сот,45000000.0,"Краснодарский край, Сочи"
13 сот,290000.0,"Тверская область, Вышневолоцкий г.о., пос. Октябрьский"
10 сот,350000.0,"Воронежская область, Верхнехавский р-н, с. Верхняя Хава"
7 сот,2450000.0,"Краснодарский край, г.о. Сочи, с. Прогресс"
21 сот,390000.0,"Новгородская область, Новгородский р-н, д. Русса"
10 сот,650000.0,"Краснодарский край, г.о. Новороссийск, станица Натухаевская"
17 сот,150000.0,"Пермский край, Чайковский г.о."
12 сот,5000000.0,"Чеченская Республика, Гудермесский р-н, Ойсхарское сельское поселение, пос. Ойсхара"
12 сот,350000.0,"Нижегородская область, Кстовский р-н, д. Подлёсово"
12 сот,900000.0,"Новгородская область, Новгородский р-н, Ракомское сельское поселение, д. Ращеп"
9.8 сот,1800000.0,"Алтайский край, Первомайский р-н, с. Санниково"
15 сот,2000000.0,"Московская область, Рузский г.о., пос. Старотеряево"
60 сот,1850000.0,"Московская область, Можайский г.о., д. Троица"
4 сот,350000.0,"Республика Крым, Сакский р-н, Суворовское поселение, садовое товарищество Сокол"
25 сот,250000.0,"Челябинская область, Аргаяшский р-н, с. Губернское"
11 сот,1000000.0,"Республика Крым, Симферополь"
4.5 сот,370000.0,"Республика Дагестан, г.о. Махачкала, с. Шамхал-Термен"
14 сот,450000.0,"Московская область, Раменский г.о., с. Степановское"
8 га,25000000.0,"Самарская область, Волжский р-н, пос. Курумоч"
6.7 га,2000000.0,"Республика Крым, Белогорский р-н"
77 сот,1500000.0,"Краснодарский край, Каневской р-н, хутор Раздольный"
10.8 сот,864000.0,"Московская область, Щёлково"
25 сот,250000.0,"Челябинская область, Аргаяшский р-н, с. Губернское"
8 га,25000000.0,"Самарская область, Волжский р-н, пос. Курумоч"
5 га,1200000.0,"Республика Дагестан, Кизлярский р-н, с. Бондареновское"
77 сот,1500000.0,"Краснодарский край, Каневской р-н, хутор Раздольный"
15 сот,500000.0,"Московская область, г.о. Шаховская, д. Ровни"
13.5 сот,650000.0,"Краснодарский край, г.о. Армавир, станица Старая Станица"
15 сот,800000.0,
13.5 сот,2349000.0,
10 сот,350000.0,
25 сот,1600000.0,"Московская область, Орехово-Зуевский г.о., с. Богородское"
2 га,3500000.0,"Московская область, г.о. Чехов, с. Молоди"
15 сот,1500000.0,"Московская область, Раменский г.о., с. Кривцы"
12 сот,2600000.0,
10 сот,900000.0,
2.64 га,150000000.0,
15 сот,1600000.0,"Московская область, г.о. Домодедово, д. Глотаево"
6 сот,115000.0,"Московская область, г.о. Воскресенск, д. Ёлкино"
8 сот,2590000.0,"Республика Крым, г.о. Феодосия, пос. городского типа Коктебель"
10 сот,80000.0,"Свердловская область, Невьянский г.о., СНТ Дачное"
6 га,500000.0,"Липецкая область, Тербунский р-н, с. Вислая Поляна"
13 сот,250000.0,"Тверская область, Вышневолоцкий г.о., Вышний Волочёк"
6 сот,2250000.0,"Краснодарский край, Сочи"
100 сот,550000.0,"Самарская область, Хворостянский р-н, с. Дубровка"
6 сот,450000.0,"Новгородская область, Великий Новгород"
10 сот,1150000.0,"Алтайский край, Первомайский р-н, с. Фирсово"
12 сот,5550000.0,"Ленинградская область, Выборгский р-н, Первомайское сельское поселение, пос. Ленинское"
6.1 сот,3680000.0,"Московская область, г.о. Мытищи, д. Ерёмино"
10 сот,489000.0,"Калининградская область, Зеленоградский г.о., пос. Клюквенное"
6 сот,150000.0,"Омская область, Омск, территория СОСН Солнечное"
20 сот,90000.0,"Нижегородская область, Тоншаевский муниципальный округ, пос. городского типа Тоншаево"
10 сот,130000.0,"Республика Татарстан, Бугульминский р-н, д. Таллы-Буляк"
10.9 сот,750000.0,"Республика Крым, г.о. Судак, с. Солнечная Долина"
15 сот,350000.0,"Краснодарский край, Тихорецкий р-н, пос. Пригородный"
4 сот,130000.0,"Челябинская область, г.о. Копейск, СНТ Красная Горнячка"
5 сот,1500000.0,"Краснодарский край, Динской р-н, садовое товарищество Ивушка"
8 сот,15250000.0,"Краснодарский край, муниципальное образование Анапа, с. Супсех"
7.1 сот,1200000.0,Краснодарский край
10.2 сот,490000.0,"Ивановская область, Иваново"
8 сот,140000.0,"Республика Татарстан, Азнакаевский р-н, Азнакаево"
4 сот,17000.0,"Республика Татарстан, Нижнекамский р-н, Простинское сельское поселение, СДТ Шинник"
4 сот,115000.0,"Омская область, Омский р-н, садоводческое некоммерческое товарищество Красная Гвоздика"
7 га,4500000.0,"Кировская область, Орловский р-н"
15 сот,550000.0,"Смоленская область, Смоленский р-н, д. Корюзино"
10 сот,400000.0,"Ульяновская область, Ульяновский р-н, с. Новый Урень"
15 сот,200000.0,"Московская область, г.о. Лотошино, рабочий пос. Лотошино"
9 сот,800000.0,"Краснодарский край, г.о. Сочи, аул Калеж"
2 га,280000.0,Иркутская область
7 сот,995000.0,"Ленинградская область, Ломоносовский р-н, Пениковское сельское поселение, коттеджный пос. Ягодное-2"
8.2 сот,680000.0,"Московская область, Дмитровский г.о., д. Благовещенское"
15 сот,360000.0,"Красноярский край, Емельяновский р-н, Загородный пос."
30 сот,1000000.0,"Самарская область, Волжский р-н, с. Белозёрки"
20 сот,700000.0,"Московская область, г.о. Серпухов, д. Подмоклово"
6 сот,2200000.0,"Калининградская область, Калининград, СНТ Заря"
13 сот,500000.0,"Республика Татарстан, Тукаевский р-н, СНТ Санаръ"
10 сот,2500000.0,"Московская область, Богородский г.о., д. Вишняково"
15 сот,280000.0,"Псковская область, Псковский р-н, пос. Устье"
8 сот,1500000.0,"Калининградская область, Гурьевский г.о., пос. Голубево"
18 сот,600000.0,"Удмуртская Республика, Вавожский р-н, с. Вавож"
4 сот,1300000.0,"Севастополь, Балаклавский р-н, Балаклавский муниципальный округ, товарищество собственников недвижимости Лазурь"
6 сот,5800000.0,"Тульская область, Тула"
13 сот,200000.0,"Иркутская область, Нижнеудинский р-н, Нижнеудинское муниципальное образование, Нижнеудинск"
15 сот,1300000.0,"Московская область, Раменский г.о., коттеджный пос. Малиновка"
6 сот,500000.0,
20 сот,590000.0,
12.5 сот,2000000.0,
1.6 га,99000000.0,"Челябинская область, Челябинск"
10 сот,550000.0,"Краснодарский край, Брюховецкий р-н, станица Брюховецкая"
15 сот,80000.0,"Самарская область, Кинель-Черкасский р-н, с. Ерзовка"
6.3 сот,2500000.0,
12 сот,260000.0,
13 сот,1000000.0,
3.3 сот,1000000.0,"Красноярский край, Минусинский р-н, д. Малый Кызыкуль"
17 сот,1500000.0,"Республика Крым, Черноморский р-н, Окунёвское сельское поселение, с. Окунёвка"
13 сот,600000.0,"Смоленская область, Угранский р-н, с. Угра"
10 сот,7500000.0,"Москва, Новомосковский административный округ, поселение Сосенское"
8 сот,200000.0,"Московская область, Дмитровский г.о., СНТ Иволга"
15 сот,1100000.0,"Краснодарский край, Крымский р-н, станица Нижнебаканская"
22.1 сот,800000.0,"Краснодарский край, Абинский р-н, хутор Эриванский"
6 сот,320000.0,"Самарская область, Самара, СНТ Жигули"
15 сот,1350000.0,"Рязанская область, Рязанский р-н, Заборьевское сельское поселение, с. Заборье"
21 сот,970000.0,"Воронежская область, Новоусманский р-н, с. Бабяково"
5 сот,400000.0,"Республика Калмыкия, Элиста"
18 сот,1300000.0,"Самарская область, Кинельский р-н, с. Бобровка"
15 сот,900000.0,"Московская область, г.о. Чехов, д. Голыгино"
7 сот,210000.0,"Московская область, Луховицы, садоводческое некоммерческое товарищество Солнечный"
4 га,3000000.0,"Краснодарский край, Темрюкский р-н, станица Курчанская"
5 сот,1100000.0,"Республика Алтай, Горно-Алтайск"
10 сот,1400000.0,"Республика Крым, Симферопольский р-н, Урожайновское сельское поселение, с. Урожайное"
10 сот,410000.0,"Челябинская область, Снежинск"
5.1 сот,872000.0,"Московская область, Ленинский г.о., пос. Володарского"
35 га,550000.0,"Тверская область, Лихославльский муниципальный округ, д. Затулки"
9 сот,100000.0,"Красноярский край, Красноярск"
6.8 сот,1156000.0,"Московская область, Раменский г.о., пос. Раменской Агрохимстанции"
7 сот,200000.0,"Брянская область, Брянский р-н, Добрунское сельское поселение, д. Тешеничи"
7 сот,560000.0,"Московская область, г.о. Чехов, с. Ивановское"
37 сот,7500000.0,"Тверская область, Конаковский р-н, Юрьево-Девичьевское сельское поселение, д. Осиновка"
16 сот,1750000.0,"Белгородская область, Белгородский р-н, пос. Новосадовый"
12 сот,1300000.0,"Московская область, г.о. Воскресенск, д. Цибино"
10 сот,140000.0,"Московская область, Кашира"
12 сот,560000.0,"Кемеровская область, Новокузнецкий р-н, пос. Кульчаны, СНТ Черёмушки"
6.3 сот,700000.0,"Иркутская область, Шелеховский р-н, Шелехов"
20 сот,1200000.0,"Республика Карелия, Лахденпохский р-н, Лахденпохское городское поселение, Лахденпохья"
29 сот,280000.0,"Краснодарский край, Тихорецкий р-н, станица Терновская"
8 сот,200000.0,"Республика Дагестан, Кизляр"
20 сот,1900000.0,"Московская область, г.о. Истра, с. Онуфриево"
8 сот,1050000.0,"Московская область, Ленинский г.о., д. Богданиха"
10 сот,299999.0,"Красноярский край, Берёзовский р-н, д. Ермолаево"
9 сот,199000.0,"Пермский край, Краснокамский г.о., д. Осляна"
5930 га,7500.0,"Ульяновская область, Инзенский р-н, Инза"
97 сот,550000.0,"Воронежская область, Борисоглебский г.о., пос. Чибизовка"
340.00 га,3500000.0,"Рязанская область, Путятинский р-н"
5930 га,7500.0,"Ульяновская область, Инзенский р-н, Инза"
15 сот,500000.0,"Республика Татарстан, Высокогорский р-н, с. Дубъязы"
8 сот,950000.0,"Тюменская область, Лангепас"
21 сот,8500000.0,"Московская область, Раменский г.о., дачный пос. Кратово"
19 сот,500000.0,"Белгородская область, Белгородский р-н, с. Никольское"
5 сот,340000.0,"Тюменская область, Сургутский р-н, ПСОК Железнодорожник-2"
12.5 га,280000.0,"Тюменская область, Вагайский р-н, с. Вагай"
8 сот,450000.0,
10 сот,2500000.0,
15 сот,3500000.0,
17 сот,10400000.0,"Московская область, Ленинский г.о., д. Мильково"
6 сот,130000.0,"Московская область, г.о. Клин, садовое товарищество Текстильщик"
12 сот,230000.0,"Свердловская область, Алапаевск"
140 га,2300000.0,
10 сот,600000.0,
10 сот,700000.0,
10 сот,300000.0,"Московская область, г.о. Шаховская, дачное некоммерческое партнерство дачный пос. Солнечный"
6 сот,580000.0,"Астраханская область, Приволжский р-н, с. Началово"
8 сот,3200000.0,"Нижегородская область, Кстовский р-н, сельское поселение Афонинский сельсовет, д. Кузьминка"
7 сот,750000.0,"Иркутская область, Иркутский р-н, с. Мамоны"
7 сот,1190000.0,"Московская область, Раменский г.о., д. Чулково"
6 сот,3500000.0,"Краснодарский край, г.о. Сочи, с. Верхнениколаевское"
6 сот,550000.0,"Чеченская Республика, Грозный"
10.5 сот,2550000.0,"Кировская область, г.о. Киров, пос. Дороничи"
10.5 сот,800000.0,"Воронежская область, Новоусманский р-н, с. Новая Усмань"
6 сот,300000.0,"Кемеровская область, Кемеровский г.о., Кемерово"
6.2 сот,700000.0,"Ленинградская область, Гатчинский р-н, Пудомягское сельское поселение, д. Монделево"
16 сот,199000.0,"Вологодская область, Вологодский р-н, сельское поселение Подлесное, д. Кожино"
2.4 га,70000000.0,"Липецкая область, Липецкий р-н, с. Боринское"
12.2 сот,460000.0,"Архангельская область, Архангельск"
6 сот,4300000.0,"Тверская область, Тверь"
8 сот,2000000.0,"Ульяновская область, Димитровград"
4.62 га,200000.0,"Владимирская область, Судогодский р-н, д. Мостищи"
12 сот,199000.0,"Московская область, Наро-Фоминский г.о., СНТ Алесь-2002"
16 сот,150000.0,"Ставропольский край, Предгорный муниципальный округ, СОТ Дюшес"
6 сот,38000000.0,"Краснодарский край, Краснодар"
23 сот,600000.0,"Иркутская область, Иркутский р-н, с. Малое Голоустное"
22 сот,400000.0,"Тверская область, Кимрский р-н, д. Григорьево"
13 сот,850000.0,"Липецкая область, Липецкий р-н, с. Косырёвка"
10 сот,700000.0,"Тверская область, Калининский р-н, Красногорское сельское поселение, д. Беседы"
18 сот,145000.0,"Республика Башкортостан, Иглинский р-н, с. Новокубово"
6 сот,950000.0,"Краснодарский край, Темрюкский р-н, пос. За Родину"
10.8 сот,65000.0,"Ивановская область, Иваново"
7.6 сот,2600000.0,"Ленинградская область, Всеволожский р-н, Агалатовское сельское поселение, д. Скотное"
4.2 сот,1680000.0,"Краснодарский край, г.о. Новороссийск, с. Мысхако"
50 сот,8000000.0,"Республика Крым, Черноморский р-н, Межводненское сельское поселение, с. Межводное"
47 сот,6000000.0,"Тюменская область, Тюменский р-н, д. Решетникова"
15 сот,108000.0,"Кировская область, Кирово-Чепецкий р-н, д. Верхние Малюганы"
15 сот,1350000.0,"Тульская область, Тула"
10.2 га,2900000.0,"Московская область, Дмитровский г.о., д. Надмошье"
2.98 га,55000000.0,"Московская область, Ленинский г.о., с. Остров"
100 сот,1000000.0,"Республика Крым, Симферопольский р-н, Добровское сельское поселение, с. Доброе"
15 сот,420000.0,"Нижегородская область, Кстовский р-н, с. Елховка, ТИЗ Елховка"
6 сот,300000.0,"Московская область, г.о. Шаховская, садоводческое некоммерческое товарищество Новорижская Деревенька-2"
11 сот,750000.0,"Кемеровская область, Новокузнецкий р-н, садоводческое некоммерческое товарищество Берёзка"
40 сот,2000000.0,"Орловская область, Мценск"
11 сот,750000.0,"Кемеровская область, Новокузнецкий р-н, садоводческое некоммерческое товарищество Берёзка"
12 сот,670000.0,"Архангельская область, Архангельск"
40 сот,2000000.0,"Орловская область, Мценск"
6 сот,250000.0,"Свердловская область, г.о. Ревда, коллективный сад № 1 АООТ РММЗ"
13 сот,1200000.0,"Московская область, г.о. Лосино-Петровский, ДНТ Авиатор"
20 сот,700000.0,"Пермский край, Очёрский г.о., д. Бурдята"
9.5 сот,3700000.0,"Краснодарский край, муниципальное образование Анапа, дачное некоммерческое товарищество Южное"
10 сот,900000.0,
6 сот,600000.0,
8 сот,845000.0,
14 сот,250000.0,"Челябинская область, Челябинск"
30 сот,5996000.0,"Тверская область, Калининский р-н, Никулинское сельское поселение, д. Красново, коттеджный пос. Красново"
26 сот,290000.0,"Липецкая область, Данковский р-н, с. Берёзовка"
10 сот,1540000.0,
140 га,2300000.0,
9.8 сот,8000000.0,
10 сот,690000.0,"Московская область, Рузский г.о., д. Орешки"
6 сот,3000000.0,"Кабардино-Балкарская Республика, Нальчик"
6 сот,100000.0,"Псковская область, Пушкиногорский р-н, рабочий пос. Пушкинские Горы"
7 сот,280000.0,"Республика Татарстан, Зеленодольский р-н, с. Большие Ключи"
30 сот,3800000.0,"Калужская область, Боровский р-н, Боровск"
6 сот,1850000.0,"Москва, Троицкий административный округ, поселение Вороновское, СНТ имени 70-летия ВЛКСМ"
9 сот,6990000.0,"Республика Адыгея, Тахтамукайский р-н, пос. Перекатный"
1 сот,10000.0,"Самарская область, Самара"
10 сот,250000.0,"Красноярский край, Емельяновский р-н"
9 сот,2000000.0,"Республика Татарстан, Высокогорский р-н, пос. Бирюлинского зверосовхоза"
11.4 сот,570000.0,"Пермский край, Пермский р-н, Култаевское сельское поселение, с. Култаево"
31 сот,975000.0,"Московская область, г.о. Шатура, д. Филимакино"
4.6 сот,360000.0,"Республика Татарстан, Пестречинский р-н, Пестречинское сельское поселение, с. Пестрецы"
6 сот,110000.0,"Ленинградская область, Волховский р-н, Волховское городское поселение, Волхов, садоводческое некоммерческое товарищество Восход"
28 сот,750000.0,"Пензенская область, Шемышейский р-н, с. Старая Яксарка"
5 га,150000000.0,"Челябинская область, Челябинск"
5.6 сот,4600000.0,"Калининградская область, Калининград"
287 га,1350000.0,"Республика Адыгея, Тахтамукайский р-н, аул Новобжегокай"
14 сот,235000.0,"Ярославская область, Ростовский р-н, с. Васильково"
10 сот,500000.0,"Республика Татарстан, Лаишевский р-н, дачное некоммерческое товарищество Именьковское"
6 сот,500000.0,"Республика Адыгея, Тахтамукайский р-н, аул Козет"
6 сот,650000.0,"Саратовская область, Саратов"
15 сот,700000.0,"Московская область, г.о. Шатура, садоводческое некоммерческое товарищество Садко"
20 сот,130000.0,"Кемеровская область, Кемеровский муниципальный округ, СНТ Наука"
4.4 га,990000.0,"Пермский край, Кунгурский муниципальный округ"
18 сот,999000.0,"Свердловская область, Сысертский г.о., д. Большое Седельниково"
10 сот,99999.0,"Ленинградская область, Волховский р-н, Кисельнинское сельское поселение, садоводческий массив Пурово, садоводческое некоммерческое товарищество Трибуна"
233.8 га,7500000.0,"Республика Алтай, Усть-Коксинский р-н, с. Банное"
10 сот,1050000.0,"Республика Крым, Симферопольский р-н, Добровское сельское поселение, с. Доброе"
15.5 сот,1500000.0,"Челябинская область, Челябинск, коттеджный пос. Смолино"
42 сот,2000000.0,"Карачаево-Черкесская Республика, г.о. Карачаевский, Теберда"
9 сот,240000.0,"Волгоградская область, Волгоград"
